id,category,variant_name,type,pattern,scenario,impact,example
2321,Arithmetic / Math errors,Arithmetic / Math errors Variant 521,Unchecked cast,Division result truncated to zero,Arithmetic / Math errors variant #521: Unchecked cast caused by Division result truncated to zero. Exploited to incorrect reward distribution.,Incorrect reward distribution,Reward per share exceeds uint128 limit.
2322,Arithmetic / Math errors,Arithmetic / Math errors Variant 522,Underflow,Reward emission uses incorrect time unit,Arithmetic / Math errors variant #522: Underflow caused by Reward emission uses incorrect time unit. Exploited to incorrect reward distribution.,Incorrect reward distribution,"Using a * b / c with large a,b causing overflow."
2323,Arithmetic / Math errors,Arithmetic / Math errors Variant 523,Division by zero edge case,Token decimals not accounted correctly,Arithmetic / Math errors variant #523: Division by zero edge case caused by Token decimals not accounted correctly. Exploited to inflated token mint.,Inflated token mint,"Using a * b / c with large a,b causing overflow."
2324,Arithmetic / Math errors,Arithmetic / Math errors Variant 524,Division by zero edge case,Division result truncated to zero,Arithmetic / Math errors variant #524: Division by zero edge case caused by Division result truncated to zero. Exploited to inflated token mint.,Inflated token mint,"Using a * b / c with large a,b causing overflow."
2325,Arithmetic / Math errors,Arithmetic / Math errors Variant 525,Overflow,No checked math library used,Arithmetic / Math errors variant #525: Overflow caused by No checked math library used. Exploited to incorrect reward distribution.,Incorrect reward distribution,Using block.timestamp in yearly rate without scaling.
2326,Arithmetic / Math errors,Arithmetic / Math errors Variant 526,Precision truncation,Reward emission uses incorrect time unit,Arithmetic / Math errors variant #526: Precision truncation caused by Reward emission uses incorrect time unit. Exploited to incorrect reward distribution.,Incorrect reward distribution,"Using a * b / c with large a,b causing overflow."
2327,Arithmetic / Math errors,Arithmetic / Math errors Variant 527,Rounding error,No checked math library used,Arithmetic / Math errors variant #527: Rounding error caused by No checked math library used. Exploited to bypass of balance limits.,Bypass of balance limits,Reward per share exceeds uint128 limit.
2328,Arithmetic / Math errors,Arithmetic / Math errors Variant 528,Rounding error,Interest calculation overflows at high balances,Arithmetic / Math errors variant #528: Rounding error caused by Interest calculation overflows at high balances. Exploited to inflated token mint.,Inflated token mint,Reward per share exceeds uint128 limit.
2329,Arithmetic / Math errors,Arithmetic / Math errors Variant 529,Precision truncation,Reward emission uses incorrect time unit,Arithmetic / Math errors variant #529: Precision truncation caused by Reward emission uses incorrect time unit. Exploited to incorrect reward distribution.,Incorrect reward distribution,"Using a * b / c with large a,b causing overflow."
2330,Arithmetic / Math errors,Arithmetic / Math errors Variant 530,Division by zero edge case,Interest calculation overflows at high balances,Arithmetic / Math errors variant #530: Division by zero edge case caused by Interest calculation overflows at high balances. Exploited to inflated token mint.,Inflated token mint,Reward per share exceeds uint128 limit.
2331,Arithmetic / Math errors,Arithmetic / Math errors Variant 531,Unchecked cast,Token decimals not accounted correctly,Arithmetic / Math errors variant #531: Unchecked cast caused by Token decimals not accounted correctly. Exploited to bypass of balance limits.,Bypass of balance limits,Reward per share exceeds uint128 limit.
2332,Arithmetic / Math errors,Arithmetic / Math errors Variant 532,Unchecked cast,No checked math library used,Arithmetic / Math errors variant #532: Unchecked cast caused by No checked math library used. Exploited to inflated token mint.,Inflated token mint,"Using a * b / c with large a,b causing overflow."
2333,Arithmetic / Math errors,Arithmetic / Math errors Variant 533,Rounding error,Token decimals not accounted correctly,Arithmetic / Math errors variant #533: Rounding error caused by Token decimals not accounted correctly. Exploited to incorrect reward distribution.,Incorrect reward distribution,"Using a * b / c with large a,b causing overflow."
2334,Arithmetic / Math errors,Arithmetic / Math errors Variant 534,Overflow,No checked math library used,Arithmetic / Math errors variant #534: Overflow caused by No checked math library used. Exploited to locked funds due to math revert.,Locked funds due to math revert,Reward per share exceeds uint128 limit.
2335,Arithmetic / Math errors,Arithmetic / Math errors Variant 535,Overflow,No checked math library used,Arithmetic / Math errors variant #535: Overflow caused by No checked math library used. Exploited to incorrect reward distribution.,Incorrect reward distribution,"Using a * b / c with large a,b causing overflow."
2336,Arithmetic / Math errors,Arithmetic / Math errors Variant 536,Division by zero edge case,Interest calculation overflows at high balances,Arithmetic / Math errors variant #536: Division by zero edge case caused by Interest calculation overflows at high balances. Exploited to incorrect reward distribution.,Incorrect reward distribution,"Using a * b / c with large a,b causing overflow."
2337,Arithmetic / Math errors,Arithmetic / Math errors Variant 537,Overflow,Reward emission uses incorrect time unit,Arithmetic / Math errors variant #537: Overflow caused by Reward emission uses incorrect time unit. Exploited to inflated token mint.,Inflated token mint,Reward per share exceeds uint128 limit.
2338,Arithmetic / Math errors,Arithmetic / Math errors Variant 538,Underflow,Token decimals not accounted correctly,Arithmetic / Math errors variant #538: Underflow caused by Token decimals not accounted correctly. Exploited to inflated token mint.,Inflated token mint,"Using a * b / c with large a,b causing overflow."
2339,Arithmetic / Math errors,Arithmetic / Math errors Variant 539,Overflow,Reward emission uses incorrect time unit,Arithmetic / Math errors variant #539: Overflow caused by Reward emission uses incorrect time unit. Exploited to inflated token mint.,Inflated token mint,"Using a * b / c with large a,b causing overflow."
2340,Arithmetic / Math errors,Arithmetic / Math errors Variant 540,Overflow,No checked math library used,Arithmetic / Math errors variant #540: Overflow caused by No checked math library used. Exploited to bypass of balance limits.,Bypass of balance limits,Reward per share exceeds uint128 limit.
2341,Arithmetic / Math errors,Arithmetic / Math errors Variant 541,Unchecked cast,Reward emission uses incorrect time unit,Arithmetic / Math errors variant #541: Unchecked cast caused by Reward emission uses incorrect time unit. Exploited to locked funds due to math revert.,Locked funds due to math revert,"Using a * b / c with large a,b causing overflow."
2342,Arithmetic / Math errors,Arithmetic / Math errors Variant 542,Division by zero edge case,Division result truncated to zero,Arithmetic / Math errors variant #542: Division by zero edge case caused by Division result truncated to zero. Exploited to incorrect reward distribution.,Incorrect reward distribution,Reward per share exceeds uint128 limit.
2343,Arithmetic / Math errors,Arithmetic / Math errors Variant 543,Overflow,Token decimals not accounted correctly,Arithmetic / Math errors variant #543: Overflow caused by Token decimals not accounted correctly. Exploited to locked funds due to math revert.,Locked funds due to math revert,Using block.timestamp in yearly rate without scaling.
2344,Arithmetic / Math errors,Arithmetic / Math errors Variant 544,Underflow,Interest calculation overflows at high balances,Arithmetic / Math errors variant #544: Underflow caused by Interest calculation overflows at high balances. Exploited to incorrect reward distribution.,Incorrect reward distribution,Reward per share exceeds uint128 limit.
2345,Arithmetic / Math errors,Arithmetic / Math errors Variant 545,Overflow,No checked math library used,Arithmetic / Math errors variant #545: Overflow caused by No checked math library used. Exploited to bypass of balance limits.,Bypass of balance limits,Reward per share exceeds uint128 limit.
2346,Arithmetic / Math errors,Arithmetic / Math errors Variant 546,Underflow,Reward emission uses incorrect time unit,Arithmetic / Math errors variant #546: Underflow caused by Reward emission uses incorrect time unit. Exploited to incorrect reward distribution.,Incorrect reward distribution,Reward per share exceeds uint128 limit.
